"id","username","email","password","fullName","role","isActive","lastLogin","createdAt","updatedAt"
"cmifyisil000g2o7gfsdxas3h","supervisor16","siti.wibowo16@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Siti Wibowo","SUPERVISOR",true,"2025-11-15T12:04:28.484Z","2025-11-26T12:04:28.509Z","2025-11-26T12:04:28.509Z"
"cmifyisim000h2o7ghh9vrazl","supervisor17","wati.kurniawan17@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Wati Kurniawan","SUPERVISOR",true,"2025-11-19T12:04:28.484Z","2025-11-26T12:04:28.510Z","2025-11-26T12:04:28.510Z"
"cmifyisin000i2o7g0lhkcehy","supervisor18","yudi.santoso18@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Yudi Santoso","SUPERVISOR",true,"2025-11-09T12:04:28.484Z","2025-11-26T12:04:28.512Z","2025-11-26T12:04:28.512Z"
"cmifyisio000j2o7g3xdfr1jr","supervisor19","rudi.hermawan19@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Rudi Hermawan","SUPERVISOR",true,"2025-11-24T12:04:28.484Z","2025-11-26T12:04:28.513Z","2025-11-26T12:04:28.513Z"
"cmifyisiq000k2o7g8hw1bhas","supervisor20","bambang.setiawan20@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Bambang Setiawan","SUPERVISOR",true,"2025-10-31T12:04:28.484Z","2025-11-26T12:04:28.514Z","2025-11-26T12:04:28.514Z"
"cmifyisir000l2o7g1gl1a47z","supervisor21","agus.prasetyo21@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Agus Prasetyo","SUPERVISOR",true,"2025-11-19T12:04:28.484Z","2025-11-26T12:04:28.516Z","2025-11-26T12:04:28.516Z"
"cmifyisis000m2o7g500r7bb4","supervisor22","bambang.saputra22@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Bambang Saputra","SUPERVISOR",true,"2025-11-17T12:04:28.484Z","2025-11-26T12:04:28.517Z","2025-11-26T12:04:28.517Z"
"cmifyisiu000n2o7gsdcouz1a","supervisor23","budi.purwanto23@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Budi Purwanto","SUPERVISOR",true,"2025-11-19T12:04:28.484Z","2025-11-26T12:04:28.518Z","2025-11-26T12:04:28.518Z"
"cmifyisiv000o2o7g34nc6ac7","supervisor24","tri.firmansyah24@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Tri Firmansyah","SUPERVISOR",true,"2025-10-29T12:04:28.484Z","2025-11-26T12:04:28.519Z","2025-11-26T12:04:28.519Z"
"cmifyisiw000p2o7gntjdpjoz","supervisor25","indah.purwanto25@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Indah Purwanto","SUPERVISOR",true,"2025-10-31T12:04:28.484Z","2025-11-26T12:04:28.521Z","2025-11-26T12:04:28.521Z"
"cmifyisiy000q2o7g35ilcptt","supervisor26","sugeng.nugroho26@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Sugeng Nugroho","SUPERVISOR",true,"2025-10-29T12:04:28.484Z","2025-11-26T12:04:28.522Z","2025-11-26T12:04:28.522Z"
"cmifyisiz000r2o7gkp2680xi","supervisor27","dewi.kurniawan27@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Dewi Kurniawan","SUPERVISOR",true,"2025-11-12T12:04:28.484Z","2025-11-26T12:04:28.524Z","2025-11-26T12:04:28.524Z"
"cmifyisj0000s2o7g7m4mk3ta","supervisor28","sri.putra28@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Sri Putra","SUPERVISOR",true,"2025-11-14T12:04:28.484Z","2025-11-26T12:04:28.525Z","2025-11-26T12:04:28.525Z"
"cmifyisj1000t2o7gkuh2yci5","supervisor29","siti.hartono29@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Siti Hartono","SUPERVISOR",true,"2025-11-21T12:04:28.484Z","2025-11-26T12:04:28.526Z","2025-11-26T12:04:28.526Z"
"cmifyisj3000u2o7gogj3vr7w","supervisor30","fajar.putra30@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Fajar Putra","SUPERVISOR",true,"2025-11-11T12:04:28.484Z","2025-11-26T12:04:28.527Z","2025-11-26T12:04:28.527Z"
"cmifyisj4000v2o7g86qb5qnh","supervisor31","bambang.firmansyah31@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Bambang Firmansyah","SUPERVISOR",true,"2025-11-03T12:04:28.484Z","2025-11-26T12:04:28.528Z","2025-11-26T12:04:28.528Z"
"cmifyisj5000w2o7gmy5ml8lx","supervisor32","lia.setiawan32@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Lia Setiawan","SUPERVISOR",true,"2025-11-04T12:04:28.484Z","2025-11-26T12:04:28.530Z","2025-11-26T12:04:28.530Z"
"cmifyisj7000x2o7gyw22ykh9","supervisor33","tri.saputra33@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Tri Saputra","SUPERVISOR",true,"2025-11-08T12:04:28.484Z","2025-11-26T12:04:28.531Z","2025-11-26T12:04:28.531Z"
"cmifyisj8000y2o7g5r7dbeu4","supervisor34","indah.rahmanto34@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Indah Rahmanto","SUPERVISOR",true,"2025-11-23T12:04:28.484Z","2025-11-26T12:04:28.532Z","2025-11-26T12:04:28.532Z"
"cmifyisj9000z2o7gd9vsrro1","supervisor35","andi.rahman35@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Andi Rahman","SUPERVISOR",true,"2025-11-05T12:04:28.484Z","2025-11-26T12:04:28.533Z","2025-11-26T12:04:28.533Z"
"cmifyisja00102o7gnn9fxe5k","supervisor36","budi.firmansyah36@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Budi Firmansyah","SUPERVISOR",true,"2025-11-13T12:04:28.484Z","2025-11-26T12:04:28.535Z","2025-11-26T12:04:28.535Z"
"cmifyisjb00112o7gwq8ew4fj","supervisor37","ratna.suprapto37@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Ratna Suprapto","SUPERVISOR",true,"2025-11-05T12:04:28.484Z","2025-11-26T12:04:28.536Z","2025-11-26T12:04:28.536Z"
"cmifyisjd00122o7ghq3cvyse","supervisor38","tri.wijaya38@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Tri Wijaya","SUPERVISOR",true,"2025-11-09T12:04:28.484Z","2025-11-26T12:04:28.537Z","2025-11-26T12:04:28.537Z"
"cmifyisje00132o7genqfoyjz","supervisor39","siti.suprapto39@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Siti Suprapto","SUPERVISOR",true,"2025-11-06T12:04:28.484Z","2025-11-26T12:04:28.539Z","2025-11-26T12:04:28.539Z"
"cmifyisjg00142o7g18l6bj5d","supervisor40","wahyu.firmansyah40@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Wahyu Firmansyah","SUPERVISOR",true,"2025-11-04T12:04:28.484Z","2025-11-26T12:04:28.540Z","2025-11-26T12:04:28.540Z"
"cmifyisjh00152o7gh1v8vhhw","supervisor41","sugeng.rahmanto41@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Sugeng Rahmanto","SUPERVISOR",true,"2025-11-26T12:04:28.484Z","2025-11-26T12:04:28.541Z","2025-11-26T12:04:28.541Z"
"cmifyisji00162o7g1h9k4uoa","supervisor42","hadi.suprapto42@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Hadi Suprapto","SUPERVISOR",true,"2025-11-03T12:04:28.484Z","2025-11-26T12:04:28.542Z","2025-11-26T12:04:28.542Z"
"cmifyisjk00172o7gb8ar2d7a","supervisor43","wahyu.suprapto43@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Wahyu Suprapto","SUPERVISOR",true,"2025-11-18T12:04:28.484Z","2025-11-26T12:04:28.545Z","2025-11-26T12:04:28.545Z"
"cmifyisjm00182o7gghgii84v","supervisor44","imam.setiawan44@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Imam Setiawan","SUPERVISOR",true,"2025-11-04T12:04:28.484Z","2025-11-26T12:04:28.546Z","2025-11-26T12:04:28.546Z"
"cmifyisjn00192o7g0vln5dly","supervisor45","andi.nugroho45@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Andi Nugroho","SUPERVISOR",true,"2025-11-10T12:04:28.484Z","2025-11-26T12:04:28.547Z","2025-11-26T12:04:28.547Z"
"cmifyisjo001a2o7g7nzyhgcl","supervisor46","agus.utomo46@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Agus Utomo","SUPERVISOR",true,"2025-10-30T12:04:28.484Z","2025-11-26T12:04:28.548Z","2025-11-26T12:04:28.548Z"
"cmifyisjp001b2o7g5ytpwhig","supervisor47","dewi.saputra47@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Dewi Saputra","SUPERVISOR",true,"2025-11-07T12:04:28.484Z","2025-11-26T12:04:28.550Z","2025-11-26T12:04:28.550Z"
"cmifyisjq001c2o7g2uk1fzza","supervisor48","hendra.susilo48@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Hendra Susilo","SUPERVISOR",true,"2025-11-16T12:04:28.484Z","2025-11-26T12:04:28.551Z","2025-11-26T12:04:28.551Z"
"cmifyisjs001d2o7gko946gkk","supervisor49","rudi.widodo49@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Rudi Widodo","SUPERVISOR",true,"2025-11-14T12:04:28.484Z","2025-11-26T12:04:28.552Z","2025-11-26T12:04:28.552Z"
"cmifyisjt001e2o7g38gdwxxy","supervisor50","slamet.hidayat50@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Slamet Hidayat","SUPERVISOR",true,"2025-11-02T12:04:28.484Z","2025-11-26T12:04:28.554Z","2025-11-26T12:04:28.554Z"
"cmifyisjv001f2o7g2eiuj53i","supervisor51","lia.saputra51@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Lia Saputra","SUPERVISOR",true,"2025-11-07T12:04:28.484Z","2025-11-26T12:04:28.556Z","2025-11-26T12:04:28.556Z"
"cmifyisjw001g2o7ge50csi5z","supervisor52","maya.nugroho52@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Maya Nugroho","SUPERVISOR",false,"2025-11-06T12:04:28.484Z","2025-11-26T12:04:28.557Z","2025-11-26T12:04:28.557Z"
"cmifyisjy001h2o7gklxxrgsc","supervisor53","andi.suprapto53@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Andi Suprapto","SUPERVISOR",true,"2025-11-26T12:04:28.484Z","2025-11-26T12:04:28.558Z","2025-11-26T12:04:28.558Z"
"cmifyisjz001i2o7gersk84oj","supervisor54","tri.susilo54@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Tri Susilo","SUPERVISOR",true,"2025-11-20T12:04:28.484Z","2025-11-26T12:04:28.560Z","2025-11-26T12:04:28.560Z"
"cmifyisk1001j2o7g091569a9","supervisor55","slamet.putra55@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Slamet Putra","SUPERVISOR",true,"2025-11-20T12:04:28.484Z","2025-11-26T12:04:28.561Z","2025-11-26T12:04:28.561Z"
"cmifyisk2001k2o7gtqsxaw40","supervisor56","budi.utomo56@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Budi Utomo","SUPERVISOR",true,"2025-11-05T12:04:28.484Z","2025-11-26T12:04:28.562Z","2025-11-26T12:04:28.562Z"
"cmifyisk4001l2o7gouvg2op5","supervisor57","maya.saputra57@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Maya Saputra","SUPERVISOR",true,"2025-11-13T12:04:28.484Z","2025-11-26T12:04:28.564Z","2025-11-26T12:04:28.564Z"
"cmifyisk5001m2o7gape2ubin","supervisor58","joko.hermawan58@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Joko Hermawan","SUPERVISOR",true,"2025-11-21T12:04:28.484Z","2025-11-26T12:04:28.566Z","2025-11-26T12:04:28.566Z"
"cmifyisk7001n2o7g40ma65mw","supervisor59","sri.rahmanto59@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Sri Rahmanto","SUPERVISOR",true,"2025-11-16T12:04:28.484Z","2025-11-26T12:04:28.567Z","2025-11-26T12:04:28.567Z"
"cmifyisk8001o2o7ggufpmuyv","supervisor60","ratna.susilo60@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Ratna Susilo","SUPERVISOR",true,"2025-10-29T12:04:28.484Z","2025-11-26T12:04:28.569Z","2025-11-26T12:04:28.569Z"
"cmifyisk9001p2o7gee0ofans","supervisor61","ahmad.setiawan61@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Ahmad Setiawan","SUPERVISOR",false,"2025-11-12T12:04:28.484Z","2025-11-26T12:04:28.570Z","2025-11-26T12:04:28.570Z"
"cmifyiskb001q2o7gf8wgh3ib","supervisor62","andi.utomo62@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Andi Utomo","SUPERVISOR",true,"2025-10-29T12:04:28.484Z","2025-11-26T12:04:28.572Z","2025-11-26T12:04:28.572Z"
"cmifyiskc001r2o7g8ly0ruo9","supervisor63","agus.hermawan63@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Agus Hermawan","SUPERVISOR",true,"2025-11-06T12:04:28.484Z","2025-11-26T12:04:28.573Z","2025-11-26T12:04:28.573Z"
"cmifyiske001s2o7gi1rqkspd","supervisor64","budi.santoso64@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Budi Santoso","SUPERVISOR",true,"2025-11-06T12:04:28.484Z","2025-11-26T12:04:28.574Z","2025-11-26T12:04:28.574Z"
"cmifyiskf001t2o7g26gk92tq","supervisor65","imam.setiawan65@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Imam Setiawan","SUPERVISOR",true,"2025-11-15T12:04:28.484Z","2025-11-26T12:04:28.575Z","2025-11-26T12:04:28.575Z"
"cmifyiskg001u2o7gzw112a6x","operator66","siti.nugroho66@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Siti Nugroho","OPERATOR",true,"2025-11-15T12:04:28.484Z","2025-11-26T12:04:28.577Z","2025-11-26T12:04:28.577Z"
"cmifyiski001v2o7g60g9aafn","operator67","hadi.setiawan67@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Hadi Setiawan","OPERATOR",true,"2025-11-07T12:04:28.484Z","2025-11-26T12:04:28.578Z","2025-11-26T12:04:28.578Z"
"cmifyiskj001w2o7g0xs6vqdo","operator68","rina.utomo68@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Rina Utomo","OPERATOR",true,"2025-11-14T12:04:28.484Z","2025-11-26T12:04:28.579Z","2025-11-26T12:04:28.579Z"
"cmifyiskk001x2o7g1ee0ekrh","operator69","agus.saputra69@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Agus Saputra","OPERATOR",true,"2025-11-21T12:04:28.484Z","2025-11-26T12:04:28.581Z","2025-11-26T12:04:28.581Z"
"cmifyiskl001y2o7gi3awrzpi","operator70","dwi.widodo70@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Dwi Widodo","OPERATOR",true,"2025-11-05T12:04:28.484Z","2025-11-26T12:04:28.582Z","2025-11-26T12:04:28.582Z"
"cmifyiskn001z2o7gbhq437a6","operator71","dewi.suprapto71@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Dewi Suprapto","OPERATOR",true,"2025-11-12T12:04:28.484Z","2025-11-26T12:04:28.583Z","2025-11-26T12:04:28.583Z"
"cmifyisko00202o7gkwfpplul","operator72","fajar.widodo72@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Fajar Widodo","OPERATOR",true,"2025-10-31T12:04:28.484Z","2025-11-26T12:04:28.584Z","2025-11-26T12:04:28.584Z"
"cmifyiskp00212o7g7ffvv8lu","operator73","indah.utomo73@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Indah Utomo","OPERATOR",true,"2025-11-11T12:04:28.484Z","2025-11-26T12:04:28.585Z","2025-11-26T12:04:28.585Z"
"cmifyiskq00222o7guoskjy4h","operator74","sri.widodo74@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Sri Widodo","OPERATOR",true,"2025-11-19T12:04:28.484Z","2025-11-26T12:04:28.586Z","2025-11-26T12:04:28.586Z"
"cmifyisks00232o7gj1vi3xnb","operator75","lia.rahmanto75@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Lia Rahmanto","OPERATOR",true,"2025-11-09T12:04:28.484Z","2025-11-26T12:04:28.588Z","2025-11-26T12:04:28.588Z"
"cmifyiskt00242o7g3k0bcsyq","operator76","wati.kurniawan76@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Wati Kurniawan","OPERATOR",true,"2025-11-02T12:04:28.484Z","2025-11-26T12:04:28.590Z","2025-11-26T12:04:28.590Z"
"cmifyiskv00252o7g3naivy0e","operator77","budi.nugroho77@ptbarasakti.co.id","$2b$10$oZtJA/xifGOjKwFouIFveOLLzf7KPgEdi6IEqcTWi8swcwkhZzs6W","Budi Nugroho","OPERATOR",true,"2025-11-07T12:04:28.484Z","2025-11-26T12:04:28.591Z","2025-11-26T12:04:28.591Z"
