"id","userId","employeeNumber","licenseNumber","licenseType","licenseExpiry","competency","status","shift","totalHours","rating","joinDate","resignDate","createdAt","updatedAt"
"cmifyivhg03qi2o7gnu4y3dzv","cmifyisl5002e2o7g1cqdppop","OPR-0021","SIM-2L4SEES6","OPERATOR_ALAT_BERAT","2026-08-23T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":1}","ACTIVE","SHIFT_3",2165,3.813716274596467,"2024-11-26T12:04:32.320Z",,"2025-11-26T12:04:32.356Z","2025-11-26T12:04:32.356Z"
"cmifyivhh03qk2o7g8b5sn3ya","cmifyisl6002f2o7g6oqfc4ez","OPR-0022","SIM-5CMWPSJI","SIM_B2","2027-11-16T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":10}","ON_LEAVE","SHIFT_1",20017,4.139627023601622,"2015-11-29T12:04:32.320Z",,"2025-11-26T12:04:32.358Z","2025-11-26T12:04:32.358Z"
"cmifyivhj03qm2o7gz8wnh5m8","cmifyisl7002g2o7gy3wmu2p2","OPR-0023","SIM-PRO1NRX4","OPERATOR_ALAT_BERAT","2029-04-09T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":8}","ACTIVE","SHIFT_2",16010,3.830114312168326,"2017-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.359Z","2025-11-26T12:04:32.359Z"
"cmifyivhk03qo2o7gq653mvix","cmifyisl8002h2o7gjboicjd3","OPR-0024","SIM-I54DVP57","OPERATOR_ALAT_BERAT","2027-07-19T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":9}","ACTIVE","SHIFT_3",18060,4.528349046522904,"2016-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.361Z","2025-11-26T12:04:32.361Z"
"cmifyivhm03qq2o7gblty9fms","cmifyisla002i2o7gz842ludt","OPR-0025","SIM-C5AEO79X","SIM_B2","2028-04-14T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":2}","ACTIVE","SHIFT_1",4333,4.153663085549648,"2023-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.362Z","2025-11-26T12:04:32.362Z"
"cmifyivhn03qs2o7gvk8ryea6","cmifyislb002j2o7g5q6mb8ry","OPR-0026","SIM-9W38JGX3","SIM_B2","2026-06-24T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":2}","ACTIVE","SHIFT_2",4195,3.98276826372298,"2023-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.363Z","2025-11-26T12:04:32.363Z"
"cmifyivho03qu2o7gcocw3lni","cmifyislc002k2o7gr4p5ynp5","OPR-0027","SIM-R7Z68YBO","OPERATOR_ALAT_BERAT","2027-04-20T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":8}","ACTIVE","SHIFT_3",16194,4.1306958568492,"2017-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.365Z","2025-11-26T12:04:32.365Z"
"cmifyivhq03qw2o7g1vb9plcs","cmifyisld002l2o7ghtbw7crc","OPR-0028","SIM-PA8PGGDB","SIM_B2","2027-04-20T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":1}","ACTIVE","SHIFT_1",2140,3.687418804215481,"2024-11-26T12:04:32.320Z",,"2025-11-26T12:04:32.366Z","2025-11-26T12:04:32.366Z"
"cmifyivhr03qy2o7grd13qwk0","cmifyisle002m2o7g7k9djgek","OPR-0029","SIM-3O1X4OIX","OPERATOR_ALAT_BERAT","2026-09-22T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":10}","SICK","SHIFT_2",20370,4.325392929459708,"2015-11-29T12:04:32.320Z",,"2025-11-26T12:04:32.368Z","2025-11-26T12:04:32.368Z"
"cmifyivht03r02o7gdircbi1d","cmifyislf002n2o7g3segl1a4","OPR-0030","SIM-QE22IT5M","SIM_B2","2029-03-10T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":7}","ACTIVE","SHIFT_3",14354,3.533081476392248,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.369Z","2025-11-26T12:04:32.369Z"
"cmifyivhu03r22o7gqzckowbg","cmifyislg002o2o7ggb36tox6","OPR-0031","SIM-H73AK3X5","SIM_B2","2028-09-11T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":2}","SICK","SHIFT_1",4324,4.816300269708284,"2023-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.371Z","2025-11-26T12:04:32.371Z"
"cmifyivhw03r42o7giv2polkn","cmifyislh002p2o7gruv08wnn","OPR-0032","SIM-MUHBOLVE","SIM_B2","2027-03-21T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":9}","ACTIVE","SHIFT_2",18420,4.491682552787888,"2016-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.372Z","2025-11-26T12:04:32.372Z"
"cmifyivhx03r62o7gka00ngba","cmifyisli002q2o7go63ic6bo","OPR-0033","SIM-JF5B16LX","SIM_B2","2028-06-13T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":2}","ACTIVE","SHIFT_3",4196,4.951762663287238,"2023-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.374Z","2025-11-26T12:04:32.374Z"
"cmifyivhz03r82o7gmbzsm7dy","cmifyislj002r2o7gpfmyan1w","OPR-0034","SIM-P6SHQ8YT","OPERATOR_ALAT_BERAT","2026-05-25T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":7}","SICK","SHIFT_1",14266,3.965572498740067,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.375Z","2025-11-26T12:04:32.375Z"
"cmifyivi003ra2o7gdutjxpv1","cmifyislk002s2o7gjrbsb626","OPR-0035","SIM-Z5YXNUOK","SIM_B2","2027-06-19T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":4}","ACTIVE","SHIFT_2",8211,4.032282965643036,"2021-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.376Z","2025-11-26T12:04:32.376Z"
"cmifyivi203rc2o7gnttuco7k","cmifyislk002t2o7gij5ibbda","OPR-0036","SIM-M0370CQH","SIM_B2","2027-03-21T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":3}","ACTIVE","SHIFT_3",6067,3.84546985080287,"2022-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.378Z","2025-11-26T12:04:32.378Z"
"cmifyivi303re2o7g0jkydkau","cmifyisll002u2o7g7vakh7hf","OPR-0037","SIM-J8TORKAI","OPERATOR_ALAT_BERAT","2029-02-08T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":7}","ACTIVE","SHIFT_1",14125,4.245488175366541,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.379Z","2025-11-26T12:04:32.379Z"
"cmifyivi403rg2o7gwavqk20n","cmifyislm002v2o7gw159j5m7","OPR-0038","SIM-ZMLDQKJU","SIM_B2","2028-08-12T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":7}","ACTIVE","SHIFT_2",14294,3.798771370984034,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.381Z","2025-11-26T12:04:32.381Z"
"cmifyivi603ri2o7g2crygaxa","cmifyisln002w2o7g0d4feq5e","OPR-0039","SIM-4NY85IB3","SIM_B2","2026-05-25T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":9}","ON_LEAVE","SHIFT_3",18191,4.209808298167917,"2016-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.382Z","2025-11-26T12:04:32.382Z"
"cmifyivi703rk2o7gp7lw9y2l","cmifyislp002x2o7ggl4ynqxl","OPR-0040","SIM-XUQ2SDQF","SIM_B2","2027-02-19T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":9}","ACTIVE","SHIFT_1",18026,3.868630081214308,"2016-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.384Z","2025-11-26T12:04:32.384Z"
"cmifyivi903rm2o7gdizmlxy4","cmifyislq002y2o7gbh9ga0u5","OPR-0041","SIM-XY99A3XJ","OPERATOR_ALAT_BERAT","2026-11-21T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":5}","ACTIVE","SHIFT_2",10263,3.873880836332248,"2020-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.385Z","2025-11-26T12:04:32.385Z"
"cmifyivia03ro2o7g75rnczsa","cmifyislr002z2o7g55he6svc","OPR-0042","SIM-CZHAC97H","OPERATOR_ALAT_BERAT","2027-06-19T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":7}","ACTIVE","SHIFT_3",14026,4.582615428200503,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.386Z","2025-11-26T12:04:32.386Z"
"cmifyivic03rq2o7g7yxs5697","cmifyisls00302o7gmn1iz2o8","OPR-0043","SIM-M0392NLU","SIM_B2","2028-02-14T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":1}","ACTIVE","SHIFT_1",2135,4.871679699281886,"2024-11-26T12:04:32.320Z",,"2025-11-26T12:04:32.388Z","2025-11-26T12:04:32.388Z"
"cmifyivie03rs2o7gc30fo1v5","cmifyislt00312o7ghfk3rjtq","OPR-0044","SIM-BLDWNGX7","OPERATOR_ALAT_BERAT","2028-02-14T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":7}","ACTIVE","SHIFT_2",14221,4.271480057157986,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.390Z","2025-11-26T12:04:32.390Z"
"cmifyivif03ru2o7gaubvc9ib","cmifyislu00322o7g618pw3fj","OPR-0045","SIM-KFU4K7SI","OPERATOR_ALAT_BERAT","2029-02-08T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":5}","ACTIVE","SHIFT_3",10335,4.559026690226744,"2020-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.391Z","2025-11-26T12:04:32.391Z"
"cmifyivig03rw2o7gq5fti97s","cmifyislv00332o7gyak44htw","OPR-0046","SIM-6WEUIF52","OPERATOR_ALAT_BERAT","2026-07-24T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":3}","ACTIVE","SHIFT_1",6073,4.89240513809581,"2022-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.393Z","2025-11-26T12:04:32.393Z"
"cmifyivii03ry2o7gwl16udzt","cmifyislw00342o7g931mp537","OPR-0047","SIM-K2MNWWZK","OPERATOR_ALAT_BERAT","2026-10-22T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":10}","ACTIVE","SHIFT_2",20268,3.597677668557811,"2015-11-29T12:04:32.320Z",,"2025-11-26T12:04:32.394Z","2025-11-26T12:04:32.394Z"
"cmifyivij03s02o7gsafyctu8","cmifyislx00352o7gq57fr86n","OPR-0048","SIM-RR1AZF51","SIM_B2","2029-03-10T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":6}","ON_LEAVE","SHIFT_3",12189,3.794289777366107,"2019-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.396Z","2025-11-26T12:04:32.396Z"
"cmifyivil03s22o7ggfjh5ded","cmifyisly00362o7g1h20g7wz","OPR-0049","SIM-ILUDAIXP","SIM_B2","2026-11-21T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":3}","ACTIVE","SHIFT_1",6197,4.072093399014361,"2022-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.397Z","2025-11-26T12:04:32.397Z"
"cmifyivim03s42o7gonucb0cn","cmifyislz00372o7g344u6zvp","OPR-0050","SIM-80Q3Q63Q","SIM_B2","2026-07-24T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":6}","ON_LEAVE","SHIFT_2",12133,4.280460803622579,"2019-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.399Z","2025-11-26T12:04:32.399Z"
"cmifyivio03s62o7gzcr0dnla","cmifyism000382o7gkrfemuyr","OPR-0051","SIM-DK7AN4ET","SIM_B2","2028-02-14T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":7}","ACTIVE","SHIFT_3",14453,4.692924340244216,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.400Z","2025-11-26T12:04:32.400Z"
"cmifyivip03s82o7gnbgwrbsg","cmifyism100392o7ga7taksck","OPR-0052","SIM-489GJNYD","SIM_B2","2028-10-11T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":3}","ACTIVE","SHIFT_1",6080,4.58208072943679,"2022-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.401Z","2025-11-26T12:04:32.401Z"
"cmifyiviq03sa2o7gyq8gqfnb","cmifyism2003a2o7gir0s0rda","OPR-0053","SIM-A6YQS4AL","SIM_B2","2028-06-13T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":5}","ACTIVE","SHIFT_2",10353,4.87783186419097,"2020-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.403Z","2025-11-26T12:04:32.403Z"
"cmifyivis03sc2o7gfx32o456","cmifyism3003b2o7g7g3kkik5","OPR-0054","SIM-J4FG18RU","SIM_B2","2026-11-21T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":1}","ON_LEAVE","SHIFT_3",2013,4.236723750365012,"2024-11-26T12:04:32.320Z",,"2025-11-26T12:04:32.405Z","2025-11-26T12:04:32.405Z"
"cmifyiviu03se2o7gm9s2k65b","cmifyism4003c2o7gr4esjypi","OPR-0055","SIM-TYASIDST","OPERATOR_ALAT_BERAT","2027-12-16T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":5}","ACTIVE","SHIFT_1",10488,4.483977955587385,"2020-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.406Z","2025-11-26T12:04:32.406Z"
"cmifyiviv03sg2o7guph1w1nd","cmifyism6003d2o7gwcfx4zhd","OPR-0056","SIM-GXAJCKIY","SIM_B2","2027-11-16T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":9}","ACTIVE","SHIFT_2",18187,4.63901087523023,"2016-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.407Z","2025-11-26T12:04:32.407Z"
"cmifyivix03si2o7gxia2ywrn","cmifyism7003e2o7gie98m5jg","OPR-0057","SIM-AXU4SUEV","SIM_B2","2027-10-17T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":3}","ACTIVE","SHIFT_3",6315,4.229520210437244,"2022-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.409Z","2025-11-26T12:04:32.409Z"
"cmifyiviy03sk2o7gdh8pglz5","cmifyism8003f2o7g29qxv474","OPR-0058","SIM-KJ121A8Y","OPERATOR_ALAT_BERAT","2028-07-13T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":10}","ACTIVE","SHIFT_1",20399,3.554400942116586,"2015-11-29T12:04:32.320Z",,"2025-11-26T12:04:32.410Z","2025-11-26T12:04:32.410Z"
"cmifyiviz03sm2o7gl2ajx3m6","cmifyisma003g2o7gcz7auac2","OPR-0059","SIM-7UJJZJT8","SIM_B2","2027-09-17T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":7}","ACTIVE","SHIFT_2",14343,4.493845761423872,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.412Z","2025-11-26T12:04:32.412Z"
"cmifyivj103so2o7gh59tj95g","cmifyismb003h2o7gxkyi73sz","OPR-0060","SIM-DTLB98L5","SIM_B2","2028-01-15T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":8}","SICK","SHIFT_3",16247,3.85476258546668,"2017-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.413Z","2025-11-26T12:04:32.413Z"
"cmifyivj203sq2o7grhprmeb5","cmifyismc003i2o7gloo8uv78","OPR-0061","SIM-SKPP8VS4","OPERATOR_ALAT_BERAT","2028-03-15T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":5}","ACTIVE","SHIFT_1",10412,4.231129791679992,"2020-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.415Z","2025-11-26T12:04:32.415Z"
"cmifyivj403ss2o7g4r9y064t","cmifyisme003j2o7gtnhqaeah","OPR-0062","SIM-M3V188V1","OPERATOR_ALAT_BERAT","2027-11-16T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":10}","ACTIVE","SHIFT_2",20161,4.549725850670928,"2015-11-29T12:04:32.320Z",,"2025-11-26T12:04:32.416Z","2025-11-26T12:04:32.416Z"
"cmifyivj503su2o7g7hsw5tkz","cmifyismf003k2o7gaa7yjagi","OPR-0063","SIM-BT8K56P7","OPERATOR_ALAT_BERAT","2028-07-13T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":6}","ACTIVE","SHIFT_3",12076,4.653734217312282,"2019-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.418Z","2025-11-26T12:04:32.418Z"
"cmifyivj703sw2o7ggv1jlnft","cmifyismg003l2o7g80dp6ws2","OPR-0064","SIM-MCKT62SE","OPERATOR_ALAT_BERAT","2027-09-17T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":6}","ACTIVE","SHIFT_1",12283,4.84210946718342,"2019-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.419Z","2025-11-26T12:04:32.419Z"
"cmifyivj803sy2o7g4jpufn6k","cmifyismh003m2o7gs3wfkctg","OPR-0065","SIM-U994UOV9","OPERATOR_ALAT_BERAT","2029-01-09T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":7}","ACTIVE","SHIFT_2",14249,3.820121036475089,"2018-11-28T12:04:32.320Z",,"2025-11-26T12:04:32.420Z","2025-11-26T12:04:32.420Z"
"cmifyivja03t02o7g96vo7bkb","cmifyismi003n2o7g456wjpx5","OPR-0066","SIM-SOCP71SR","OPERATOR_ALAT_BERAT","2027-04-20T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":10}","ACTIVE","SHIFT_3",20242,3.988648502184674,"2015-11-29T12:04:32.320Z",,"2025-11-26T12:04:32.422Z","2025-11-26T12:04:32.422Z"
"cmifyivjb03t22o7g70efc8ba","cmifyismj003o2o7g56oinc7j","OPR-0067","SIM-Y978BT4J","SIM_B2","2026-09-22T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":10}","ACTIVE","SHIFT_1",20149,4.980647477131498,"2015-11-29T12:04:32.320Z",,"2025-11-26T12:04:32.424Z","2025-11-26T12:04:32.424Z"
"cmifyivjd03t42o7gflvxpjjl","cmifyismk003p2o7gwom9kgy9","OPR-0068","SIM-WAOXYBAX","SIM_B2","2028-12-10T12:04:32.320Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":3}","ACTIVE","SHIFT_2",6105,4.933187703804391,"2022-11-27T12:04:32.320Z",,"2025-11-26T12:04:32.425Z","2025-11-26T12:04:32.425Z"
